"","prod","title","author","date","review_format","stars","comments","n_helpful"
"883","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","fred","February 5, 2017","Size: V5sVerified Purchase",5,"Great product",NA
"884","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","This little robot is awesome. I have 3 dogs and two boys and ...","Amazon Customer","January 5, 2017","Size: V5sVerified Purchase",5,"This little robot is awesome. I have 3 dogs and two boys and this little bot picks up everything I miss. The best feature is how you can set it and forget it.",NA
"885","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","best birthday present I have ever bought myself","Amazon Customer","January 27, 2017","Size: V5sVerified Purchase",5,"best birthday present I have ever bought myself!  we have 3 cats and a lot of loose hair.  all I do is turn the ILIFE robot on and it does all the work.",NA
"886","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","not worth the mopper","Ben S.","January 27, 2017","Size: V5sVerified Purchase",1,"Product worked well in the beginning and now it has a mind of its own. The remote timer does not work anymore. Every night I have to reset it by flipping the switch on and off. Very frustrating! When it does work, though, it works well. Mopping feature is not worth it. Get the V3 and save some money",9
"887","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Great Home Care Product!","Amazon Customer","June 26, 2016","Size: V5sVerified Purchase",5,"It does an amazing job on my floors even with mixed floors. I'm super happy with this product. Thank you, ILIFE Innovation. Keep the new technology and gadgets, coming please! <U+0001F60A>",NA
"888","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Happy wife happy life.","Amazon Customer","September 9, 2017","Size: V5sVerified Purchase",5,"Amazing product my wife loves it.",NA
"889","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","ILIFE V5s Really Works GOOD!","Richard Seel","September 23, 2016","Size: V5sVerified Purchase",5,"This is an excellent product and I would certainly recommend it to anyone interested. R. Seel",1
"890","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Amazon Customer","March 31, 2017","Size: V5sVerified Purchase",5,"I love this thing!  It's already like a member of the family!",NA
"891","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","I loved this product at first","Amazon Customer","January 31, 2017","Size: V5sVerified Purchase",2,"I loved this product at first. But now, it only works when it feels like it. It's like a lazy spouse.",NA
"892","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Amazon Customer","September 25, 2017","Size: V5sVerified Purchase",5,"LOVE LOVE LOVE !! Well worth the money",NA
"893","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Easy to set up and use","ronit mcguthrie","December 27, 2016","Size: V5sVerified Purchase",3,"If only it could detect rugs when it mops... Vacuums ok. Easy to set up and use.",NA
"894","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Natalia Visoná","February 25, 2018","Size: V5s ProVerified Purchase",5,"Great vacuum, pics up all pet hair and dust.",NA
"895","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Luciana G.","February 17, 2018","Size: V5s ProVerified Purchase",5,"The machine is the best. I use it every day.",NA
"896","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Great gift","Amazon Customer","January 19, 2017","Size: V5sVerified Purchase",5,"Nice",NA
"897","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Great value","Amazon Customer","December 29, 2016","Size: V5sVerified Purchase",5,"Nice unit for the money.",NA
"898","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Roberto Mazza","August 12, 2016","Size: V5sVerified Purchase",5,"Great product",NA
"899","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Excellent Customer service support","Pablo Q.","August 11, 2016","Size: V5sVerified Purchase",5,"The product is great!!! Excellent customer service support, after 2 months the equipment failed and they send me a new one the day after. Fully recommended.",NA
"900","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Amazing","Sara","September 1, 2018","Size: V5s ProVerified Purchase",5,"I love it!",NA
"901","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Unboxing anyone? I got it!","Shay","December 27, 2016","Size: V5sVerified Purchase",5,"Great stuff! You can see my unboxing here: [...]All in all, I'm very happy with my iLife!",NA
"902","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Jevner","March 15, 2017","Size: V5sVerified Purchase",5,"Is the best . I lovet",NA
"903","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Ethanr2139","August 22, 2016","Size: V5sVerified Purchase",5,"I love this thing! It does an outstanding job, and has become a part of the family.",NA
"904","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","So far, so good however...","Crystal","March 6, 2017","Size: V5sVerified Purchase",4,"Works well, however has some mechanical issues where it gets stuck under our entertainment center every time.",NA
"905","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","... all tile house and this little guy does a great job of picking up after them","Amazon Customer","September 30, 2016","Size: V5sVerified Purchase",5,"I have 3 dogs in an all tile house and this little guy does a great job of picking up after them.",NA
"906","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Antoinette","April 5, 2017","Size: V5sVerified Purchase",5,"She works really fine! We loved it",NA
"907","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Very good for pet hair","HKC2016","May 21, 2016","Size: V5sVerified Purchase",5,"Very good job of picking up dog hair, doesn't get stuck under furniture, very quiet, and great price. 10/10 would buy again.",8
"908","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Good vaccum, however the water tank is leak if ...","Ken H.","June 7, 2016","Size: V5sVerified Purchase",4,"My mom really likes this. Good vaccum, however the water tank is leak if you dont use.",1
"909","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","My new best friend","kellyp","January 20, 2017","Size: V5sVerified Purchase",5,"I received this for Christmas from my husband!  The best gift a girl could receive!  I absolutely love it!  I run it every night after we put the kids to bed. It is amazing how much it picks up every night. We have hardwood floors thru out and are amazed each morning how much it still picks up. It always makes it back to charge after about 2-3 hours. I haven't tried the mop part yet but I'm sure I'll be pleased with that as well!  The only negative is I wish I would've purchased one a long time ago!",NA
"910","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","rene g.","April 4, 2017","Size: V5sVerified Purchase",5,"Still working after 5 months",NA
"911","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Stair Sensor Really Works","Cataleya Kane","October 3, 2016","Size: V5sVerified Purchase",3,"Our little C3PO is a great sweeper, very strong suction and rolling motor.  But his mopping function is a joke.  He just drags a little wet cloth on the ground.  That is not mopping!  Either way, I'm keeping him for his sweeping.Also his stair sensor really works.  I have a Roomba who moved into the lower level den for vacuuming the carpet now but when he was in the upper level kitchen and living room, I would have to put up a baby gate every day to keep him alive (I don't have a baby).  C3PO keeps himself alive.",NA
"912","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","One Star","Nicole herriman","February 27, 2018","Size: V5s ProVerified Purchase",1,"Don’t waste your money",NA
"913","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","The Best. I'll never live without it","Amazon Customer","June 15, 2017","Size: V5sVerified Purchase",5,"The Best.  I'll never live without it!3 months later,,,still loving it",NA
"914","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Holli","February 9, 2018","Size: V5s ProVerified Purchase",5,"Its awesome, couldn't live without it!",NA
"915","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Amazon Customer","March 13, 2017","Size: V5sVerified Purchase",5,"Just make sure to empty the tank after each use, works wonders for pet hair and toddler mess!",NA
"916","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","The only negative I can say is. that in ...","Vicki G Catalano","September 8, 2016","Size: V5sVerified Purchase",4,"The only negative I can say is.that in mopping cycle it does not stop at carpetsYou have to block off area.",NA
"917","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Teresa H.","January 31, 2018","Size: V5s ProVerified Purchase",5,"Works great. Can’t live without it.",NA
"918","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Four Stars","huangxufeng","May 15, 2018","Size: V5s ProVerified Purchase",4,"it is good",NA
"919","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Worth it","Rebecca A Fox","April 17, 2017","Size: V5sVerified Purchase",5,"Amazing sweeping bot I have had it for a long time and it still does a great job.",NA
"920","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Amazon Customer","January 25, 2018","Size: V5s ProVerified Purchase",5,"Should have pruchased years ago!!!",NA
"921","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Grace","May 16, 2018","Size: V5s ProVerified Purchase",5,"In love",NA
"922","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","great buy","USMCSGT323","November 9, 2016","Size: V5sVerified Purchase",4,"I do not believe a better value in these products can be had. Initially I used it daily and I was amazaed at how much dust and crud can be found in just a single day.  And then I went for about three weeks without using it and now it seems confused. When I press the ""clean"" button, it just backs up out of the charging base and spins around backwards in circles.  Then is takes off as if it is about to begin cleaning.  It goes about a foot or so and then goes into what appears to be home mode.  But it never finds home base.  Even though it is only a foot or so away from it.  I am hoping to figure out if I need to reset it or something, because this little vacuum is amazing!  It is too good of a vacuum to let gather dust!  Yes I said it.  Weak pun...This problem has since been corrected via some help from their tech support team.  It simply had gotten one side of the bumper stuck when it got stuck under a cabinet where there was some carpet nearby and it took me about five minute to fix after they sent me a video of how to correct.  I still love this product.  People can complain about anything and if given the opportunity many of us will.  But if you want a good vacuum with little to no effort for a good price, then this is the product for you!",NA
"923","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","but works great nonetheless!","Maritsa Campos","January 19, 2017","Size: V5sVerified Purchase",4,"Works really well! It gets a little lost with direction at times, but works great nonetheless!",NA
"924","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Four Stars","Jeff","September 7, 2017","Size: V5s ProVerified Purchase",4,"Work as advertised",NA
"925","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Four Stars","sonia I. Torres","December 24, 2016","Size: V5sVerified Purchase",4,"Love it",NA
"926","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Great","iskra","August 5, 2016","Size: V5sVerified Purchase",5,"Love it",NA
"927","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","stella r morganti","September 24, 2016","Size: V5sVerified Purchase",5,"Love this! My new best friend.",NA
"928","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","I also can't return it so was a waste of my","Lital","August 24, 2016","Size: V5sVerified Purchase",1,"Worked for exactly 2 rounds. Does not go back to its port when the battery is dying, also even when I put it back by myself, still not charging.I also can't return it so was a waste of my money",3
"929","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Not smart enough to do cleaning for a big area","Rosie S","July 17, 2016","Size: V5sVerified Purchase",5,"Pro:It's not heavy or make too much noise compared to other brand I used before.It has two functions. (vacuum and mop)Con:2) It got stuck easily.  You have to baby sit for every curbs and carpet.3) It turning round and round on the same route and same spot in a small area.  Some spots it never touches.Sum: It's not smart enough.  I need to baby sit it to do cleaning.",2
"930","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Three Stars","S. Caldwell","December 25, 2016","Size: V5sVerified Purchase",3,"It did not come with a mop bracket to attach the mop head....",NA
"931","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","D. Smith","February 6, 2017","Size: V5sVerified Purchase",5,"Works great! and definitely worth it considering it's price compared to others",NA
"932","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","haim","June 26, 2017","Size: V5sVerified Purchase",5,"Love it!! Saves lots of time... it's my new BFF",NA
"933","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","floors look dirty with","Alexander B.","May 16, 2017","Size: V5sVerified Purchase",2,"doesn't really work for me, floors look dirty with dust",NA
"934","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Amazon Customer","December 30, 2016","Size: V5sVerified Purchase",5,"Does a way better job than expected. I would recommend it to anyone.",NA
"935","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Worth to invest!","Erinna","December 2, 2016","Size: V5sVerified Purchase",4,"I am very happy for this product, it did good job for clean floors specially for the Conner & edges.",NA
"936","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Not recommended.","TOSHIKA SMITH","June 22, 2017","Size: V5sVerified Purchase",2,"Does not pickup pet hair. More of a sweeper than a vacuum.",NA
"937","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Kenneth Barnett","September 20, 2017","Size: V5sVerified Purchase",5,"works great",NA
"938","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Great little vacuume works and does just the way they ...","Jamie","May 26, 2016","Size: V5sVerified Purchase",5,"Great little vacuume works well just the way they said it would.  The mop works great on hardwood floors.",NA
"939","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Not Happy!","CRF","December 4, 2016","Size: V5sVerified Purchase",2,"It runs 3 seconds stops... Can't reset very frustrated with this product.",NA
"940","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","One Star","Elizabeth S.","January 10, 2018","Size: V5s ProVerified Purchase",1,"Pos",NA
"941","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Woked great the first day","Kindle Customer","August 14, 2016","Size: V5sVerified Purchase",1,"UPDATE:  TURN THE ROBOT MACHINE TO THE OFF POSITION WHEN CHARGING.  That is what I did different than the instructions and it is working wonderfully!  It beeps in the beginning, but then begins charging when the lights start flashing.  The lights will remain solid blue when fully charged.  If this continues to work so well I will upgrade to 5 star and order another one.I raised my stars to 3 and may raise it to 5 if the iLife continues to work as good as it is now.DO NOT WASTE YOUR MONEY!!  I only gave it one star because there was nothing less.  All this company from China wants is your money and they don't care about a working product.  Don't buy their junk!!!Woked great the first day.  Never could get it to re-charge after the first day.  Sent it back.  Is this normal?  Is this a common problem?  I want to order another one if I just got a lemon.  Please share honest (not the paid responses) experiences.UPDATE: They sent me a new one and after 24 hours it wouldn't charge, again.  Their customer service is somewhere overseas and they ask you to send a video of the problem and when one of their techs has time to watch it they will search for a solution.  VERY DISAPPOINTED!!  iRobot had on the spot customer service and they wouldn't hang up until the matter was solved.  I'm going back to iRobot and their Braavo and hope they come out with a new scooba soon.  I have had 100's of responses having the same problem with this ILife.  Most stated it didn't work after a day or two and not one had a positive experience with ILife's customer service.  Sorry, I wanted to love this new company.  There is certainly something wrong with their electrical system in the ones being sold at this time.  I suggest not wasting your money.FINAL UPDATE:  My ILIFE V5s is a month old and has completely stopped working.  The PLASTIC hinges cracked and one broke off.  The battery has NEVER charged properly.  It won't take a charge at all now.  Their customer service is the worst I have ever experienced.  They offer NO technical help and finally ignore your emails.AFTER TRYING SEVERAL BRANDS I HAVE CONCLUDED THE BRAAVO JET is the best buy for your money, it cleans the floors the best and iRobot has FANTASTIC customer service.I truly wanted to love this machine and the few times it did work I loved it, but don't waste your money.NOTE:  I experimented with 2 different ILIFE V5s and they BOTH had the same problems, so I believe their machine is NOT READY to be on the market.",5
"942","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Love it!","Jay254","October 26, 2016","Size: V5sVerified Purchase",5,"My husband and I had just purchased our first home. We had hardwood laminate flooring in a dark brown color. I was sweeping every day, and I had had enough of it. I am so happy with my purchase of the ILIFE V5s Robot Vaccum. I run it in the evening when I get home from work, and it does not bother me with sound. It has done a fantastic job picking up dirt and pet hair. It is very satisfying cleaning out the dust container and knowing that Franklin (Yes, his name is Franklin!) has done his job, and I didn't have to lift a finger.",NA
"943","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","john schwartz","December 8, 2016","Size: V5sVerified Purchase",5,"Great buy",NA
"944","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Cliente de Amazon","July 24, 2017","Size: V5sVerified Purchase",5,"excelente",NA
"945","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","It's excellent product, for some reason did not do a ...","Abdulah Alrifai","July 16, 2016","Size: V5sVerified Purchase",5,"It's excellent product, for some reason did not do a great job for dust on tile as my wofe said",NA
"946","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Worth the cost. But, I'd just get the vacuum model.","Amazon Customer","October 29, 2016","Size: V5sVerified Purchase",4,"I love this little vacuum. I start it when I get home from work. It runs about randomly while I settle in for the night. It occasionally gets hung up, but not often. I just redirect it. I find the mop to be rather useless, which is disappointing. I hate to mop. But, not having to dust sand from my bare feet night and day has made this purchase well worth the cost for me. Plus, it gets in areas I never could. Like under a king size bed that sits low to the floor.",NA
"947","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Easier to just use a broom","Amazon Customer","July 18, 2017","Size: V5s ProVerified Purchase",1,"This item was supposed to be designed for pet hair. I have 1 dog and two cats. After the robot would go around for an hr or so the wheels would get stuck and no longer turn. I would have to unscrew the sweepers constantly and start over again. Also the thing could never find its home. Item would struggle to get back once hitting the home button on the remote. I would suggest getting this item if you do not have pets however pet hair is just to much for this item to handle.",2
"948","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","charles kalmar","July 20, 2016","Size: V5sVerified Purchase",5,"works great and a great price compared to other robot cleaners",NA
"949","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","SB ","May 26, 2016","Size: V5sVerified Purchase",5,"Great price,works nice!",5
"950","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Amazon Customer","January 15, 2017","Size: V5sVerified Purchase",5,"We love it!!!",NA
"951","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Best purchase in years!","juan pablo duran","July 20, 2017","Size: V5sVerified Purchase",5,"Awesome product!",NA
"952","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Goog","Amazon Customer","December 26, 2016","Size: V5sVerified Purchase",5,"Works like it was advertised to do. We really like ILIFE.",NA
"953","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Love my Beetle!","Tigerlibrarian","December 17, 2017","Size: V5s ProVerified Purchase",5,"Love my new robot vacuum! It's a Beetle, so we named it Ringo and he's been working steadily and well in the 2 months we've had him.The container for picked up material is small, and a newer model has a bigger one, but after the first few sessions where I must have emptied and cleaned Ringo 5 times, now I dump once or twice for approx. 800 square feet of laminate and tile with a few rugs.  Great price good machine.",NA
"954","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Three Stars","James Jensen","January 3, 2017","Size: V5sVerified Purchase",3,"Fine machine except for having a low vac. power",NA
"955","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Amazon Customer","December 3, 2016","Size: V5sVerified Purchase",5,"LOVE this vacuum!  It cleans well, and is very quiet.",NA
"956","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Derrick Hernandez","August 22, 2016","Size: V5sVerified Purchase",5,"simply awesome, meets all my expectations.",NA
"957","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","MELISSA BRISBANE","February 12, 2017","Size: V5sVerified Purchase",5,"Best investment ever!",NA
"958","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Johnny R.Wallace Sr.","January 18, 2017","Size: V5sVerified Purchase",5,"Good sweeper",NA
"959","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Vivi","August 31, 2016","Size: V5sVerified Purchase",5,"Love it!!",NA
"960","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Tammi","February 27, 2017","Size: V5sVerified Purchase",5,"It is amazing!",NA
"961","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Amazon Customer","May 22, 2016","Size: V5sVerified Purchase",5,"All is well",1
"962","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Adam organek","April 23, 2017","Size: V5sVerified Purchase",5,"Works great!",NA
"963","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Cleaned good for two days then quit working correctly. Customer service was quick to try and remedy though","Jbills","May 29, 2016","Size: V5sVerified Purchase",4,"But ....Cleaned good for two days then quit working correctly. Keeps shutting off then have to reset even though It Is operating out in the open . Company Is working with me on this. They were willing to give me a newer model as an exchange. Will keep you posted as this review Is ongoing at the present time",8
"964","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Five Stars","Marcus","March 22, 2017","Size: V5sVerified Purchase",5,"Amazing",NA
"965","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Does not work","Jen","January 5, 2017","Size: V5sVerified Purchase",1,"It could not make it over the threshold between my concrete and tile floor. It got stuck and could not move on with out me moving it. It also cannot navigate over floor mats. It gets stuck and has to be manually moved. It also forced it's way under furniture that it should not have been able to fit under. One of the feelers got stuck in my rug and almost put a hole in the rug. I had to unwind the feeler to remove it from the rug fibers. When we pushed clean on the machine or the remote, it just sat there. We had to power off the machine and power it back on before it would clean. I would not recommend this model.",1
"966","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","SUBSTANDARD WARRANTY- ONLY 9 MONTHS","Amazon Customer","March 30, 2017","Size: V5sVerified Purchase",1,"This vacuum has substantially slowed down to about 1/3 of the original speed. That means it takes 3x the time to clean the same space. I contacted ilife about replacing it under warranty as I purchased it under a year ago. They said the problem was with the battery which needed to be replaced. However, they will not replace the batteries or the unit because the warranty is only 9 months! My old roomba maintained it's battery capacity for well over two years! This is quite disappointing. Will not be purchasing these products with poor warranty again.",1
"967","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Four Stars","Dolev","August 10, 2016","Size: V5sVerified Purchase",4,"Very good vacuum.. The mop not working well",NA
"968","ILIFE V5s Pro Robot Vacuum Mop Cleaner with Water Tank, Automatically Sweeping Scrubbing Mopping Floor Cleaning Robot","Great","K.M.P","December 16, 2016","Size: V5sVerified Purchase",5,"Love it!",NA
